date,工商银行,中国石化,招商银行,上汽集团,海螺水泥,格力电器,福耀玻璃,分众传媒,双汇发展,华域汽车,老板电器,索菲亚,晨光股份,健帆生物,罗莱生活
2024-08-05,1582891969594.9368,611534383367.8757,662191205930.1095,168050766688.5246,92804939403.86505,227967021984.12698,85567924700.12239,84057274665.98674,78311920470.15157,47790215831.965866,19576302243.41989,8566219774.149994,27444323876.04525,13893968960.71329,6067395617.760617
2024-08-06,1563332890998.043,611326768827.0378,653813948997.5941,164991513888.88885,94111203846.91357,225592705668.94833,85861302692.12178,83773100508.04402,79948994364.3932,47325432694.901535,19794115708.81226,8680846528.366762,27879540684.150513,14153632404.181185,6176034170.854271
2024-08-07,1569155076698.3374,619037274062.5,651494616335.7972,164092996906.07736,93077617406.14334,224435235937.3014,90071782821.43678,83038042046.52625,80245212534.4645,47129871560.05522,19663999748.301033,8732022491.669752,27711345852.89515,14154478652.069788,6132800891.530461
2024-08-08,1583174042377.5215,617426519142.4197,658628906189.2316,162964100327.15375,95794649571.95271,224496592027.45767,90414545064.19753,85935957933.24464,82169306898.77498,47233030608.62867,19754152409.804462,8904867961.928408,27464499219.60658,13680074121.885025,6192378791.143028
2024-08-09,1597181524198.2507,623233228636.3635,666976839106.8375,160496811595.9253,94464639445.62901,223471701610.5417,91058092257.93729,83471523570.2846,81184921856.76395,47138575665.79634,19632089555.555557,8949492729.662077,26791202554.202553,13450451124.32153,6200957559.12162
2024-08-12,1614353863532.2197,623709703527.1688,662642684683.0531,159115162363.0505,93110852737.43018,223651812134.47507,90600563694.07355,84778300468.75,82146408279.4308,46407980246.913574,19449860541.516247,8834193597.560974,26887267961.87683,13752228206.08108,6226884275.618375
2024-08-13,1617166103139.0134,630537855234.2158,658812521446.3112,157946787074.517,92605925104.89511,223100173009.6811,90185570773.14345,85353989770.4918,81556836508.69826,45933876230.05878,19354047960.228985,8739004725.615314,26712195605.633804,13805464180.963829,6217405217.391304
2024-08-14,1624146034863.7014,631711631320.4509,657321603067.9327,154317546231.88406,90396872061.76723,222446034681.48782,90737561603.57394,85359297040.98032,77632190469.22707,45141693261.01695,18992193029.490616,8674502098.791605,25637321667.596207,13533423514.519733,6167141422.594142
2024-08-15,1630739827509.7783,635669662788.7981,675837000301.1713,155761939651.86075,90838276867.70428,224708173259.43295,91653273529.64273,84339746049.20406,79884009122.58339,45554260656.7534,19072967834.809795,8859837303.719007,25387904089.617126,13554474291.447203,6133912258.064516
2024-08-16,1655680057764.4707,634460270297.4828,683754318038.4425,151431791582.49158,90139857872.34044,227488278608.16235,92779079928.30113,83625158607.76439,78997374422.18797,44482960757.17385,18805852862.082214,8662035526.92605,25147696469.947342,13475639339.162603,6067624546.979866
2024-08-19,1690273852649.1646,638341259164.6191,689337907141.4635,151539588728.857,90356048699.65477,225942328539.67548,90754579833.4794,82472211261.56583,79343031815.04485,44353199225.12475,18942265620.174984,8719737685.762905,25175122903.412376,13451215692.264963,6054754966.887417
2024-08-20,1722960535627.5303,632347709708.7378,690673704011.6846,149082511507.98346,88814710213.33333,227131786215.96246,91373592593.76411,81311568179.5089,78236551394.42232,43067007182.47659,18442583513.992207,8566546882.591092,24736494416.796272,13331077201.701366,5984554582.3927765
2024-08-21,1698379200000.0,633840849763.158,685656241243.8627,148648732025.93195,86237250842.85094,226452481508.87573,91964513257.41628,81011579779.3577,79225826152.3626,42242084193.01165,18349184401.013393,8624049958.56517,24325938217.03134,13205754015.414257,5861312423.768568
2024-08-22,1730929634411.0857,640367599838.2749,686927309644.3965,146660333173.65268,85030348146.31358,228811006633.66336,93250433607.36195,80435429113.27866,79606391735.53719,41935287566.77999,17760755607.93405,8521503853.793663,23834397866.03438,13100219796.954315,5886262222.222222
2024-08-23,1742281150456.853,647801388097.0874,695183458661.9407,150527714683.36813,86394158543.20032,233122108815.11993,94709995849.85239,80440651600.70361,80282758423.75786,42841104562.669075,17956903290.081764,8412860030.999393,24343522525.279404,13095769177.46215,5896463673.951566
2024-08-26,1734420083017.1543,654433325180.8066,696778275088.1317,149129703588.14352,85789193299.8615,233299818766.1406,94071182563.12529,80011009318.18181,80767673245.61403,42916197822.134384,17976034331.3677,8649372759.370508,24351405143.10876,13038806178.453592,5490035759.538222
2024-08-27,1760483882668.8909,681907166660.5167,695201321736.8141,147735394825.64676,84326139376.12477,231640874935.6828,94309823616.1717,79728120000.0,80657395657.14285,43382772410.611305,17061581712.707182,8214980988.126109,23908596703.717896,12772650209.26988,5465290379.8126955
2024-08-28,1750256306229.6484,674458484486.8734,694735044927.9681,145226274502.29712,81957260166.01268,215172926022.15234,94982718101.02127,79868863823.39857,79720858794.09877,42875002164.86261,16931348088.397793,8573414710.2019415,23860787083.333332,12729773576.253841,5564766604.146101
2024-08-29,1677067111814.2236,652262431056.4663,679370791554.135,145284383824.80487,82624654359.68053,215223301987.5901,96636217933.27156,79865203742.51497,79558826902.834,46061510794.46283,17100249260.714956,8677533844.660194,24414495813.292526,13080369331.227686,5563065455.128205
2024-08-30,1612206438647.077,646771756118.6974,663171161619.0653,145384202630.53012,83671775877.73297,220163191118.9635,95913990779.39232,82751147428.10986,80440320252.73799,46498826214.88231,17267271964.255512,8970680604.263678,24748532645.996387,13074929570.69949,5596588626.850434
2024-09-02,1601208077618.596,661852872077.3225,658691288521.2568,140885377919.84732,83446206830.20068,222080909599.5893,95185976692.23909,80444792926.82927,80580182404.56342,46814311310.500404,16885259944.484426,8899062579.821201,23751366695.575222,12762662883.613203,5565315372.424723
2024-09-03,1552854174164.5884,633419193509.7192,652197163360.522,141583209913.6786,82878266198.3471,225311201773.14212,95633539542.29433,81883993012.0482,82549783891.73607,48047335236.10531,17285073966.942146,9094293201.950834,24140863813.762405,12819642334.894615,5573301908.065916
2024-09-04,1539664944226.8042,625606389899.3596,646790906449.8644,139924500000.0,82139242943.24854,224753043975.34668,96362685383.0313,82025052980.04129,81250327868.85246,48237080185.26887,17220720508.180943,8937759687.896933,23975485926.605503,13095671843.212698,5548070423.844062
2024-09-05,1517412693780.7449,622062747358.1973,643545648401.8265,140674686057.69232,83740592890.70479,223716072179.48718,96512533703.80217,83038402082.41026,82116497131.93115,48745004893.42404,16773447330.026262,8944799088.90889,24377376113.373005,13215387102.27273,5646106899.703558
