Date,英伟达,特斯拉,微软,亚马逊,Meta
2022-10-05,13.176344871520996,240.80999755859375,241.6210479736328,120.94999694824219,137.89785766601562
2022-10-06,13.097540855407715,238.1300048828125,239.2843475341797,120.30000305175781,137.98715209960938
2022-10-07,12.04614543914795,223.07000732421875,227.1160430908203,114.55999755859375,132.41090393066406
2022-10-10,11.641148567199707,222.9600067138672,222.27777099609375,113.66999816894531,132.7482452392578
2022-10-11,11.557354927062988,216.5,218.55458068847656,112.20999908447266,127.53912353515625
2022-10-12,11.47156810760498,217.24000549316406,218.8842315673828,112.9000015258789,126.50724029541016
2022-10-13,11.93043041229248,221.72000122070312,227.1160430908203,112.52999877929688,129.27552795410156
2022-10-14,11.199243545532227,204.99000549316406,221.60877990722656,106.9000015258789,125.77301025390625
2022-10-17,11.858610153198242,219.35000610351562,230.3059539794922,113.79000091552734,132.9962921142578
2022-10-18,11.937414169311523,220.19000244140625,231.2464599609375,116.36000061035156,131.76597595214844
2022-10-19,12.021206855773926,222.0399932861328,229.2878875732422,115.06999969482422,132.19264221191406
2022-10-20,12.16385555267334,207.27999877929688,228.96792602539062,115.25,130.50584411621094
2022-10-21,12.435182571411133,214.44000244140625,234.75633239746094,119.31999969482422,128.99769592285156
2022-10-24,12.567852020263672,211.25,239.7303466796875,119.81999969482422,128.70993041992188
2022-10-25,13.2282133102417,222.4199981689453,243.0366668701172,120.5999984741211,136.43930053710938
2022-10-26,12.864117622375488,224.63999938964844,224.28482055664062,115.66000366210938,128.80918884277344
2022-10-27,13.143424034118652,225.08999633789062,219.8538055419922,110.95999908447266,97.17740631103516
2022-10-28,13.799799919128418,228.52000427246094,228.6964569091797,103.41000366210938,98.4275894165039
2022-10-31,13.463632583618164,227.5399932861328,225.0701904296875,102.44000244140625,92.43463134765625
2022-11-01,13.509517669677734,227.82000732421875,221.23065185546875,96.79000091552734,94.45873260498047
2022-11-02,13.186318397521973,214.97999572753906,213.40609741210938,92.12000274658203,89.83502197265625
2022-11-03,13.38782024383545,215.30999755859375,207.73399353027344,89.30000305175781,88.21771240234375
2022-11-04,14.121003150939941,207.47000122070312,214.65682983398438,90.9800033569336,90.08307647705078
2022-11-07,14.265645980834961,197.0800018310547,220.93978881835938,90.52999877929688,95.96690368652344
2022-11-08,14.565900802612305,191.3000030517578,221.9093475341797,89.9800033569336,95.7188491821289
2022-11-09,13.74194049835205,177.58999633789062,217.6819305419922,86.13999938964844,100.679931640625
2022-11-10,15.711061477661133,190.72000122070312,235.5902099609375,96.62999725341797,110.99893951416016
2022-11-11,16.286630630493164,195.97000122070312,239.59461975097656,100.79000091552734,112.1399917602539
2022-11-14,16.254716873168945,190.9499969482422,234.20372009277344,98.48999786376953,113.33063507080078
2022-11-15,16.624797821044922,194.4199981689453,234.61094665527344,98.94000244140625,116.16838073730469
2022-11-16,15.87066650390625,186.9199981689453,235.03875732421875,97.12000274658203,112.34834289550781
2022-11-17,15.638243675231934,183.1699981689453,234.99012756347656,94.8499984741211,110.58220672607422
2022-11-18,15.370905876159668,180.19000244140625,234.54286193847656,94.13999938964844,111.17754364013672
2022-11-21,15.279132843017578,167.8699951171875,235.34986877441406,92.45999908447266,109.00458526611328
2022-11-22,15.998350143432617,169.91000366210938,238.2473907470703,93.19999694824219,110.5722885131836
2022-11-23,16.47815704345703,183.1999969482422,240.726806640625,94.12999725341797,111.36605072021484
2022-11-25,16.229774475097656,182.86000061035156,240.63931274414062,93.41000366210938,110.54253387451172
2022-11-28,15.787870407104492,182.9199981689453,235.06793212890625,93.94999694824219,107.93299102783203
2022-11-29,15.600337982177734,180.8300018310547,233.67752075195312,92.41999816894531,108.60771179199219
2022-11-30,16.885480880737305,194.6999969482422,248.07754516601562,96.54000091552734,117.18043518066406
2022-12-01,17.097009658813477,194.6999969482422,247.64002990722656,95.5,119.50222778320312
2022-12-02,16.83858299255371,194.86000061035156,247.9608612060547,94.12999725341797,122.52845001220703
2022-12-05,16.57317543029785,182.4499969482422,243.2742919921875,91.01000213623047,121.47671508789062
2022-12-06,15.951557159423828,179.82000732421875,238.33489990234375,88.25,113.2314224243164
2022-12-07,16.084260940551758,174.0399932861328,237.60568237304688,88.45999908447266,113.04289245605469
2022-12-08,17.130935668945312,173.44000244140625,240.55178833007812,90.3499984741211,114.43199920654297
2022-12-09,16.963308334350586,179.0500030517578,238.62661743164062,89.08999633789062,114.99755096435547
2022-12-12,17.496124267578125,167.82000732421875,245.52032470703125,90.55000305175781,113.81683349609375
2022-12-13,18.03193473815918,160.9499969482422,249.80828857421875,92.48999786376953,119.21446228027344
2022-12-14,17.634815216064453,156.8000030517578,250.0999755859375,91.58000183105469,120.64325714111328
2022-12-15,16.91441535949707,157.6699981689453,242.11721801757812,88.44999694824219,115.24561309814453
2022-12-16,16.534259796142578,150.22999572753906,237.9168243408203,87.86000061035156,118.50008392333984
2022-12-19,16.217960357666016,149.8699951171875,233.79415893554688,84.91999816894531,113.58860778808594
2022-12-20,16.049339294433594,137.8000030517578,235.10679626464844,85.19000244140625,116.17829895019531
2022-12-21,16.46441650390625,137.57000732421875,237.66400146484375,86.7699966430664,118.82749938964844
2022-12-22,15.304994583129883,125.3499984741211,231.59674072265625,83.79000091552734,116.20806121826172
2022-12-23,15.172286987304688,123.1500015258789,232.1217803955078,85.25,117.12089538574219
2022-12-27,14.089694023132324,109.0999984741211,230.40078735351562,83.04000091552734,115.96992492675781
2022-12-28,14.004881858825684,112.70999908447266,228.03805541992188,81.81999969482422,114.71973419189453
2022-12-29,14.570622444152832,121.81999969482422,234.33865356445312,84.18000030517578,119.32361602783203
2022-12-30,14.581600189208984,123.18000030517578,233.18165588378906,84.0,119.40298461914062
2023-01-03,14.283262252807617,108.0999984741211,232.94825744628906,85.81999969482422,123.76873016357422
2023-01-04,14.716300964355469,113.63999938964844,222.75833129882812,85.13999938964844,126.37825775146484
2023-01-05,14.233372688293457,110.33999633789062,216.15628051757812,83.12000274658203,125.95160675048828
2023-01-06,14.826058387756348,113.05999755859375,218.70376586914062,86.08000183105469,129.00762939453125
2023-01-09,15.593353271484375,119.7699966430664,220.8331756591797,87.36000061035156,128.46188354492188
2023-01-10,15.873729705810547,118.8499984741211,222.51524353027344,89.87000274658203,131.95449829101562
2023-01-11,15.965524673461914,123.22000122070312,229.24371337890625,95.08999633789062,131.85528564453125
2023-01-12,16.474395751953125,123.55999755859375,231.90786743164062,95.2699966430664,135.64552307128906
2023-01-13,16.861530303955078,122.4000015258789,232.60794067382812,98.12000274658203,135.91343688964844
