中信证券,招商证券,中国人保,海螺水泥,恒瑞医药,中国中免,伊利股份,通威股份,五粮液,兴业银行
21.07,31.52,42.63,1727.45,44.68,87.34,28.17,21.89,147.76,16.31
20.8,31.25,42.45,1716.63,47.03,88.05,28.16,21.55,149.56,16.29
20.87,31.18,42.48,1717.49,47.13,89.35,28.82,21.41,152.49,16.39
21.26,31.13,42.56,1708.26,47.28,89.68,29.11,21.67,153.5,16.37
20.83,30.8,41.83,1708.02,45.97,87.5,29.09,21.15,157.37,16.19
20.84,31.18,41.92,1709.6,45.63,87.53,29.0,21.11,156.95,16.28
20.83,31.55,42.03,1709.0,45.63,86.55,28.9,20.85,156.61,16.33
20.5,31.2,40.56,1701.35,45.93,84.31,28.65,20.09,153.43,16.27
19.5,31.35,40.44,1689.01,46.16,84.81,28.38,19.94,151.72,16.29
19.6,32.4,40.9,1709.29,46.27,85.06,28.31,20.22,155.22,16.46
19.35,32.3,40.65,1701.0,45.91,83.18,28.14,19.54,152.66,16.59
19.31,32.18,40.69,1701.64,46.21,86.18,27.81,19.61,153.1,16.25
19.2,32.2,40.81,1702.9,45.97,85.42,27.9,19.51,153.51,15.78
19.41,32.64,41.25,1721.33,46.32,87.5,28.15,20.15,157.28,15.83
19.31,32.55,41.0,1713.99,45.46,85.69,27.77,20.05,155.5,15.59
19.16,32.23,40.5,1715.11,44.76,84.5,27.67,19.85,154.6,15.41
18.92,32.4,40.22,1666.66,45.4,81.87,27.27,19.41,147.29,15.48
18.93,32.31,40.11,1662.22,45.54,82.01,27.36,19.67,146.48,15.46
18.41,32.49,39.2,1647.98,45.45,79.03,27.19,19.17,143.12,15.72
18.34,32.3,38.95,1648.0,44.94,78.24,27.02,19.02,142.34,15.65
17.94,32.12,37.78,1634.03,44.09,75.98,26.57,18.56,140.49,15.49
17.74,32.83,38.36,1672.98,44.56,77.33,27.04,18.69,147.32,15.77
17.63,32.75,38.28,1670.0,44.26,75.85,27.23,18.2,144.97,15.93
18.1,33.3,38.95,1667.0,44.39,77.17,27.36,18.6,145.3,16.18
18.21,33.65,39.7,1670.78,42.35,76.41,27.7,18.79,144.98,16.3
18.13,33.62,39.42,1646.64,41.68,72.35,27.66,18.45,142.9,16.18
18.28,33.34,39.83,1675.06,41.86,72.54,27.89,19.25,144.56,16.13
18.27,33.38,39.89,1692.28,44.07,71.72,27.92,18.78,147.03,16.0
18.27,33.46,40.6,1693.6,43.7,72.29,27.98,18.5,148.98,15.91
18.18,34.4,41.06,1693.04,44.3,71.93,28.08,18.27,148.98,16.17
19.16,34.48,41.53,1709.43,45.61,74.26,28.01,18.62,152.25,16.43
19.38,34.88,42.08,1704.0,46.18,76.42,28.29,19.0,151.75,16.74
19.01,34.31,41.36,1705.0,46.16,74.9,28.61,18.2,150.43,16.85
19.21,34.88,42.49,1760.2,47.16,76.26,28.8,18.51,155.01,16.82
19.12,34.87,42.59,1770.0,47.23,75.72,28.35,18.77,155.94,16.82
18.78,34.57,41.95,1763.97,46.42,73.36,28.23,18.51,155.0,16.78
18.91,34.84,42.34,1756.0,46.9,74.38,28.22,18.96,154.84,16.86
19.06,35.62,42.93,1738.98,46.48,74.03,27.95,18.62,154.43,17.07
18.98,35.91,42.65,1706.0,45.53,73.47,28.0,18.92,151.1,17.16
19.01,35.34,42.31,1701.98,45.33,73.68,27.86,18.83,151.34,17.12
18.75,35.05,41.84,1700.0,44.67,73.43,27.8,18.67,151.37,17.01
18.78,36.25,43.05,1704.5,44.69,73.79,27.77,18.54,154.05,17.38
19.19,36.85,45.2,1715.0,44.75,76.49,28.11,18.62,156.41,17.7
19.29,36.38,45.46,1709.0,43.81,78.22,28.56,18.5,157.3,17.86
19.24,36.24,45.4,1705.0,43.8,77.41,29.16,18.3,156.54,18.03
19.31,36.06,45.4,1697.71,43.54,78.01,29.23,19.56,155.12,18.18
18.87,35.5,44.78,1692.01,43.05,75.81,29.29,18.93,153.6,18.11
18.59,34.74,43.89,1677.08,42.44,73.66,28.88,18.76,151.15,17.89
18.73,35.14,44.1,1670.12,42.7,73.41,29.02,18.53,151.58,18.23
18.62,34.83,43.76,1664.64,43.27,72.48,28.77,18.49,150.03,18.32
18.65,34.57,43.47,1674.0,43.02,72.75,28.95,19.0,149.21,18.07
18.56,34.34,43.15,1649.0,42.88,71.39,28.51,18.9,146.26,17.94
18.62,34.28,43.07,1648.45,42.36,71.0,28.31,18.59,146.7,17.89
18.43,34.15,43.13,1639.39,42.5,70.47,28.58,18.52,145.98,17.8
18.56,34.54,43.27,1653.2,43.83,73.41,28.62,18.63,147.78,17.75
18.54,33.99,43.08,1644.0,43.92,73.34,27.32,18.28,145.76,17.55
18.49,34.0,42.45,1639.81,42.91,72.41,27.47,17.18,144.9,17.57
18.38,33.99,42.12,1619.18,42.15,72.6,27.06,16.74,142.34,17.53
18.34,33.36,41.83,1569.0,42.72,71.05,26.72,16.59,138.48,17.41
18.28,33.09,41.4,1571.68,42.1,71.23,27.02,16.65,137.9,17.28
18.26,32.82,41.3,1555.01,42.06,70.8,26.87,16.51,134.56,17.17
18.63,33.81,41.87,1555.0,41.9,69.28,27.17,16.72,135.68,17.46
18.66,33.73,41.58,1541.5,42.53,68.78,26.88,16.72,135.73,17.36
18.71,33.71,41.73,1521.5,41.97,69.29,26.4,16.74,133.89,17.39
18.53,34.15,42.0,1501.0,41.36,67.51,26.32,16.36,134.22,17.62
18.38,34.01,41.51,1500.1,40.6,65.36,25.65,15.58,132.2,17.3
18.44,33.7,41.67,1471.0,40.04,64.66,25.78,15.46,130.2,17.35
18.42,34.07,41.8,1476.55,40.29,64.48,25.97,15.03,131.03,17.42
18.12,34.3,41.55,1486.65,39.7,63.0,25.77,14.44,131.51,17.32
18.4,34.06,41.65,1489.22,39.9,64.41,25.99,14.66,131.3,17.33
18.4,34.26,41.42,1490.49,39.24,62.95,25.77,14.26,129.65,17.45
18.23,34.19,41.36,1467.39,38.46,62.49,25.84,14.02,128.04,17.62
18.2,34.36,41.62,1440.38,38.27,62.5,25.97,14.05,128.3,17.75
18.19,35.08,42.17,1490.7,37.47,61.81,25.77,13.82,131.56,17.92
18.38,34.46,42.27,1500.0,38.67,67.98,25.81,13.85,131.0,17.7
18.04,34.71,41.98,1485.74,38.45,64.75,25.61,13.46,130.59,17.62
17.81,33.88,41.12,1453.0,40.03,65.73,25.45,13.51,128.95,17.19
17.5,33.99,40.84,1420.0,39.21,63.1,25.2,13.09,125.91,17.28
17.86,34.47,41.52,1438.03,38.99,63.15,25.0,13.16,127.07,16.43
18.17,34.68,41.86,1437.59,39.41,63.35,25.13,13.56,126.54,16.61
18.32,32.9,41.94,1462.09,40.6,67.33,25.7,14.22,130.48,16.48
18.36,34.0,42.68,1478.82,41.27,67.75,25.5,14.18,127.4,16.88
18.46,33.78,42.53,1474.9,40.78,66.88,25.49,13.89,127.5,17.03
18.73,33.79,41.19,1476.0,40.95,67.47,25.54,14.07,127.48,17.0
18.85,34.07,42.29,1501.4,41.74,70.51,26.0,14.1,130.76,17.2
18.97,34.09,42.37,1497.51,42.15,70.17,26.21,14.11,131.1,17.1
19.39,34.25,43.03,1525.62,42.23,69.83,26.4,14.39,133.42,17.13
20.19,33.34,43.0,1499.0,42.77,68.68,26.1,14.38,131.22,16.78
19.2,33.34,42.79,1455.0,41.41,66.73,25.42,14.02,126.8,16.94
18.88,33.18,42.56,1440.02,41.4,65.19,25.05,13.65,126.06,16.83
19.02,32.83,42.57,1430.49,41.46,66.75,25.04,13.98,125.78,16.71
19.26,32.37,41.09,1422.19,41.07,67.12,25.08,14.14,126.2,16.49
18.88,32.45,41.32,1398.02,40.49,64.89,24.74,13.83,124.1,16.72
18.92,32.42,41.33,1379.99,40.0,64.94,24.4,13.88,123.29,16.69
19.8,32.73,42.56,1421.28,42.21,68.61,25.09,14.5,126.86,16.75
19.58,32.71,42.51,1386.16,41.95,67.2,24.5,14.37,124.0,16.64
19.21,32.28,41.82,1385.45,42.17,66.6,24.44,14.22,123.7,16.52
19.12,32.1,42.0,1410.01,42.65,66.43,24.32,14.09,126.0,16.38
19.11,31.7,40.9,1404.7,42.91,68.04,24.31,14.45,125.9,16.21
18.97,31.58,40.7,1415.5,42.15,66.63,24.11,14.23,127.0,16.32
19.07,31.93,40.82,1430.69,42.58,66.02,24.39,14.15,128.35,16.44
18.89,32.33,40.61,1436.8,42.42,64.83,24.19,13.81,128.08,16.37
18.87,32.12,40.62,1436.1,43.63,63.95,24.35,13.93,127.71,16.28
19.06,31.94,40.78,1423.01,42.67,64.17,24.09,14.01,125.6,16.32
18.85,31.86,40.49,1413.3,42.5,63.24,23.84,13.82,124.33,16.28
19.15,32.76,41.32,1426.89,42.92,63.9,24.06,14.07,124.95,16.59
19.1,33.15,41.61,1431.2,43.12,63.49,24.03,13.72,125.01,16.72
19.04,33.42,42.07,1425.44,42.11,63.4,23.91,13.48,123.95,16.95
18.93,33.48,41.92,1422.72,42.25,62.18,23.54,13.3,123.15,16.84
18.92,33.24,41.97,1417.58,42.31,61.34,23.39,13.22,122.2,16.77
18.73,33.3,41.71,1410.05,43.93,60.27,23.03,12.88,120.99,16.82
19.1,33.7,43.35,1414.99,43.62,60.95,23.19,12.9,121.11,17.32
18.46,33.77,43.35,1412.0,43.32,60.8,22.84,12.99,118.12,17.48
18.46,33.7,43.15,1404.07,43.6,59.68,22.64,13.23,117.7,17.33
18.43,33.68,43.19,1389.0,43.5,60.41,22.25,13.14,114.0,17.21
18.79,32.93,42.62,1413.3,44.32,59.48,22.87,13.56,118.78,16.69
19.29,32.15,44.03,1443.19,44.13,61.01,22.63,13.81,123.03,16.51
18.92,31.93,43.45,1395.0,43.9,58.93,21.64,13.19,119.0,16.5
19.12,31.62,43.21,1410.0,44.58,59.14,22.21,13.51,120.32,16.36
19.12,31.36,42.64,1400.0,44.51,58.55,22.17,13.67,119.11,16.24
19.11,31.2,43.42,1404.88,45.0,58.73,22.52,13.76,119.55,16.3
19.06,31.25,43.25,1398.0,44.4,56.82,22.26,13.53,117.53,16.39
18.98,30.24,42.68,1375.0,44.55,55.59,22.07,13.31,116.22,15.97
18.88,30.19,42.66,1378.0,44.48,55.08,21.95,13.13,116.43,16.07
19.0,30.08,42.52,1380.0,45.43,55.18,22.23,13.36,116.01,15.8
18.88,30.23,42.6,1335.06,44.97,54.79,21.86,13.43,113.36,16.03
18.92,30.6,42.89,1304.13,44.77,54.84,21.57,13.14,109.2,15.97
18.94,31.11,43.7,1266.9,45.12,53.76,21.37,12.96,107.69,16.07
19.34,30.82,44.03,1261.0,45.0,55.14,22.04,13.32,110.9,16.05
19.29,30.94,44.15,1263.92,42.71,54.31,21.98,12.8,110.28,16.25
19.31,31.39,44.09,1261.54,42.71,54.3,21.89,12.73,112.29,16.56
20.82,33.13,46.5,1372.6,43.66,57.32,23.25,13.59,120.36,17.18
21.16,34.15,47.36,1399.0,43.84,58.01,23.53,13.74,122.1,17.6
22.48,35.38,50.42,1529.0,46.46,63.81,25.52,14.56,134.31,18.45
24.73,35.63,51.9,1629.2,48.68,70.18,27.6,15.96,147.74,18.34
27.2,37.61,57.09,1748.0,52.3,77.2,29.07,17.56,162.51,19.27
29.92,40.0,61.73,1723.0,56.01,84.89,28.96,19.28,164.05,20.01
30.35,37.01,55.7,1595.15,51.68,76.4,26.53,17.35,147.68,18.61
27.75,38.73,58.5,1640.0,52.57,74.55,27.62,16.95,151.98,19.4
28.17,38.43,57.54,1604.99,50.2,71.63,27.35,16.2,149.65,19.0
27.46,39.33,58.67,1601.99,51.39,71.36,27.36,16.75,149.76,19.66
26.72,38.5,57.19,1554.25,50.6,69.03,26.5,16.3,144.0,19.35
26.41,39.5,57.38,1522.5,49.18,66.1,26.15,15.93,141.65,19.96
26.16,38.49,57.0,1494.6,49.22,65.44,25.52,15.61,137.95,19.57
27.91,39.05,57.18,1541.0,50.48,68.02,26.4,16.45,143.0,19.6
27.46,38.85,56.9,1528.8,50.56,68.19,26.21,17.51,143.01,19.23
27.67,39.17,57.06,1543.0,50.76,69.14,26.61,18.38,145.44,19.14
27.57,39.66,58.31,1567.5,50.69,69.5,27.01,19.58,148.53,19.16
27.28,39.31,58.1,1552.2,48.67,67.8,26.52,18.6,146.46,19.17
27.5,39.1,57.7,1558.85,48.0,68.99,26.68,20.46,148.11,19.14
27.49,38.52,57.5,1565.0,48.59,70.3,27.12,20.08,153.97,19.02
27.23,38.6,57.63,1531.62,48.18,68.83,26.52,19.24,150.8,19.01
27.46,37.88,55.97,1532.0,47.2,67.9,26.44,19.25,148.8,18.77
28.12,37.36,55.92,1527.79,46.6,67.83,27.91,19.74,146.83,18.28
27.95,38.01,56.15,1533.75,47.56,68.32,28.3,19.01,147.92,18.29
29.06,38.75,56.97,1548.2,47.99,70.21,28.83,19.26,148.6,18.31
30.47,39.08,58.75,1576.99,48.68,72.9,29.07,19.63,152.8,18.4
31.08,38.56,57.49,1571.0,48.75,72.65,28.9,19.21,151.25,18.33
34.19,39.57,60.84,1649.14,50.0,76.92,30.2,19.18,162.24,18.91
34.88,38.8,59.12,1609.97,49.5,75.8,30.13,19.23,156.47,18.7
34.88,38.33,58.4,1598.01,49.43,74.43,30.01,20.02,154.82,18.38
33.93,37.59,57.01,1577.2,49.29,74.2,29.8,20.1,154.3,18.13
32.92,37.82,57.19,1578.5,49.35,74.16,30.01,20.08,153.94,18.15
32.67,38.06,57.0,1573.8,48.45,72.09,29.61,19.19,153.49,18.19
31.13,37.82,55.8,1559.0,47.7,70.72,29.29,18.52,151.29,18.05
30.67,37.9,55.76,1559.0,47.2,69.77,28.98,18.21,149.33,18.51
31.3,37.72,55.61,1541.92,47.43,70.31,28.87,18.64,148.45,18.33
31.74,37.48,55.46,1544.81,50.46,70.4,29.04,18.6,149.6,18.22
31.89,37.43,55.49,1545.13,50.19,70.01,29.17,18.61,149.5,18.24
30.33,36.45,53.03,1507.82,48.27,67.4,28.4,17.75,144.89,17.8
29.66,36.22,52.57,1498.57,47.76,68.0,28.22,17.81,143.8,17.76
29.72,36.39,53.05,1509.0,48.68,67.84,28.57,18.0,144.8,17.96
30.28,36.6,53.55,1519.05,49.99,68.68,28.87,18.35,147.05,18.11
29.87,36.47,53.17,1518.0,49.7,68.28,28.51,18.27,144.0,18.03
30.75,36.34,53.25,1525.74,50.69,69.55,28.58,18.5,146.77,18.05
31.27,36.51,54.01,1525.0,50.45,72.62,28.82,18.43,147.4,18.19
31.08,37.12,54.43,1526.74,49.63,71.63,29.26,18.48,146.99,18.45
30.8,36.81,53.93,1520.0,49.4,70.07,29.11,17.93,145.73,18.42
30.9,36.91,53.68,1511.0,48.95,69.9,28.84,17.94,145.03,18.26
31.24,37.7,55.12,1521.01,49.53,70.56,29.24,17.85,146.44,18.49
31.12,37.7,54.83,1518.8,49.38,69.29,28.82,17.63,145.76,18.54
31.48,38.6,55.62,1546.59,48.13,70.65,29.52,17.62,149.1,18.68
31.34,38.3,54.9,1535.6,48.15,71.85,29.77,17.69,149.4,18.55
31.66,38.8,55.58,1565.8,48.04,73.81,30.23,17.78,151.82,18.75
30.42,37.3,53.74,1519.0,46.59,71.3,29.25,17.02,148.04,18.15
30.03,37.74,53.12,1527.2,46.07,71.8,29.2,16.86,144.59,18.22
30.23,37.85,53.01,1558.0,46.5,70.97,29.61,16.68,144.89,18.36
30.29,38.52,52.94,1571.5,46.59,70.63,29.61,16.63,145.2,18.6
30.33,38.02,52.89,1551.01,46.54,70.03,29.37,16.62,143.55,18.54
30.34,37.91,52.62,1522.0,46.25,69.42,29.2,16.34,143.21,18.52
29.92,38.35,53.1,1526.45,45.85,68.7,29.6,16.24,142.45,18.82
30.32,39.22,53.78,1538.82,46.33,69.43,30.1,16.39,143.48,18.98
30.09,39.4,53.9,1530.0,46.62,69.2,29.93,16.36,143.08,19.19
30.15,39.48,53.45,1527.79,46.11,69.07,29.97,16.19,142.49,19.22
30.22,39.34,53.27,1528.97,46.1,68.88,30.15,16.15,142.52,19.35
30.51,39.62,53.9,1525.0,46.14,68.26,30.08,16.24,141.21,19.55
29.17,39.3,52.65,1524.0,45.9,67.01,30.18,15.71,140.04,19.16
